,id,Entry Name,Protein names,Gene Names
438,ENSP00000360262,FGGY_HUMAN,FGGY carbohydrate kinase domain-containing protein (D-ribulokinase FGGY) (EC 2.7.1.47),FGGY
439,ENSP00000282908,ST32B_HUMAN,Serine/threonine-protein kinase 32B (EC 2.7.11.1) (Yet another novel kinase 2),STK32B YANK2 UNQ3003/PRO9744
440,ENSP00000347032,PI42C_HUMAN,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma (EC 2.7.1.149) (Phosphatidylinositol 5-phosphate 4-kinase type II gamma) (PI(5)P 4-kinase type II gamma) (PIP4KII-gamma),PIP4K2C PIP5K2C
441,ENSP00000384625,NLK_HUMAN,Serine/threonine-protein kinase NLK (EC 2.7.11.24) (Nemo-like kinase) (Protein LAK1),NLK LAK1
442,ENSP00000357494,ROS1_HUMAN,Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase),ROS1 MCF3 ROS
443,ENSP00000362608,PIM1_HUMAN,Serine/threonine-protein kinase pim-1 (EC 2.7.11.1),PIM1
444,ENSP00000420927,PDK2_HUMAN,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 2) (PDH kinase 2) (PDKII)",PDK2 PDHK2
445,ENSP00000261716,TAOK1_HUMAN,Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1),TAOK1 KIAA1361 MAP3K16 MARKK
446,ENSP00000359119,SRPK3_HUMAN,SRSF protein kinase 3 (EC 2.7.11.1) (Muscle-specific serine kinase 1) (MSSK-1) (Serine/arginine-rich protein-specific kinase 3) (SR-protein-specific kinase 3) (Serine/threonine-protein kinase 23),SRPK3 MSSK1 STK23
447,ENSP00000397459,DUS22_HUMAN,Dual specificity protein phosphatase 22 (EC 3.1.3.16) (EC 3.1.3.48) (JNK-stimulatory phosphatase-1) (JSP-1) (Low molecular weight dual specificity phosphatase 2) (LMW-DSP2) (Mitogen-activated protein kinase phosphatase x) (MAP kinase phosphatase x) (MKP-x),DUSP22 JSP1 LMWDSP2 MKPX
448,ENSP00000284061,DGKE_HUMAN,Diacylglycerol kinase epsilon (DAG kinase epsilon) (EC 2.7.1.107) (Diglyceride kinase epsilon) (DGK-epsilon),DGKE DAGK5
449,ENSP00000369274,KPB2_HUMAN,"Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)",PHKA2 PHKLA PYK
450,ENSP00000341159,CERKL_HUMAN,Ceramide kinase-like protein,CERKL
451,ENSP00000264316,TXK_HUMAN,Tyrosine-protein kinase TXK (EC 2.7.10.2) (Protein-tyrosine kinase 4) (Resting lymphocyte kinase),TXK PTK4 RLK
452,ENSP00000367890,NADK_HUMAN,NAD kinase (EC 2.7.1.23) (Poly(P)/ATP NAD kinase),NADK
453,ENSP00000347427,MINK1_HUMAN,Misshapen-like kinase 1 (EC 2.7.11.1) (GCK family kinase MiNK) (MAPK/ERK kinase kinase kinase 6) (MEK kinase kinase 6) (MEKKK 6) (Misshapen/NIK-related kinase) (Mitogen-activated protein kinase kinase kinase kinase 6),MINK1 B55 MAP4K6 MINK YSK2 ZC3
454,ENSP00000429744,STK3_HUMAN,Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)],STK3 KRS1 MST2
455,ENSP00000466477,TSSK6_HUMAN,Testis-specific serine/threonine-protein kinase 6 (TSK-6) (TSSK-6) (Testis-specific kinase 6) (EC 2.7.11.1) (Cancer/testis antigen 72) (CT72) (Serine/threonine-protein kinase SSTK) (Small serine/threonine kinase),TSSK6 SSTK FKSG82
456,ENSP00000406577,KCRU_HUMAN,"Creatine kinase U-type, mitochondrial (EC 2.7.3.2) (Acidic-type mitochondrial creatine kinase) (Mia-CK) (Ubiquitous mitochondrial creatine kinase) (U-MtCK)",CKMT1A CKMT; CKMT1B CKMT
457,ENSP00000337572,DGKH_HUMAN,Diacylglycerol kinase eta (DAG kinase eta) (EC 2.7.1.107) (Diglyceride kinase eta) (DGK-eta),DGKH
458,ENSP00000348215,SPD2A_HUMAN,SH3 and PX domain-containing protein 2A (Adapter protein TKS5) (Five SH3 domain-containing protein) (SH3 multiple domains protein 1) (Tyrosine kinase substrate with five SH3 domains),SH3PXD2A FISH KIAA0418 SH3MD1 TKS5
459,ENSP00000385780,DGKB_HUMAN,Diacylglycerol kinase beta (DAG kinase beta) (EC 2.7.1.107) (90 kDa diacylglycerol kinase) (Diglyceride kinase beta) (DGK-beta),DGKB DAGK2 KIAA0718
460,ENSP00000280979,AKAP6_HUMAN,A-kinase anchor protein 6 (AKAP-6) (A-kinase anchor protein 100 kDa) (AKAP 100) (Protein kinase A-anchoring protein 6) (PRKA6) (mAKAP),AKAP6 AKAP100 KIAA0311
461,ENSP00000346155,UCKL1_HUMAN,Uridine-cytidine kinase-like 1 (EC 2.7.1.48),UCKL1 URKL1 F538
462,ENSP00000353165,TPK1_HUMAN,Thiamin pyrophosphokinase 1 (hTPK1) (EC 2.7.6.2) (Placental protein 20) (PP20) (Thiamine pyrophosphokinase 1),TPK1
463,ENSP00000341292,WNK1_HUMAN,Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1),WNK1 HSN2 KDP KIAA0344 PRKWNK1
464,ENSP00000380675,WEE2_HUMAN,Wee1-like protein kinase 2 (EC 2.7.10.2) (Wee1-like protein kinase 1B) (Wee1B kinase),WEE2 WEE1B
465,ENSP00000329127,KPCL_HUMAN,Protein kinase C eta type (EC 2.7.11.13) (PKC-L) (nPKC-eta),PRKCH PKCL PRKCL
466,ENSP00000384400,CHKB_HUMAN,Choline/ethanolamine kinase (Choline kinase beta) (CK) (CKB) (EC 2.7.1.32) (Choline kinase-like protein) (Ethanolamine kinase) (EK) (EC 2.7.1.82) (Ethanolamine kinase beta) (EKB) (choline/ethanolamine kinase beta) (CKEKB),CHKB CHETK CHKL
467,ENSP00000325748,STK25_HUMAN,Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1),STK25 SOK1 YSK1
468,ENSP00000245222,SPHK2_HUMAN,Sphingosine kinase 2 (SK 2) (SPK 2) (EC 2.7.1.91),SPHK2 SK2
469,ENSP00000376609,GRK5_HUMAN,G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5),GRK5 GPRK5
470,ENSP00000303908,TWF2_HUMAN,Twinfilin-2 (A6-related protein) (hA6RP) (Protein tyrosine kinase 9-like) (Twinfilin-1-like protein),TWF2 PTK9L MSTP011
471,ENSP00000453129,GALK2_HUMAN,N-acetylgalactosamine kinase (EC 2.7.1.157) (GalNAc kinase) (Galactokinase 2),GALK2 GK2
472,ENSP00000356070,MAPK2_HUMAN,MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2) (EC 2.7.11.1),MAPKAPK2
473,ENSP00000348278,STK39_HUMAN,STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (DCHT) (Serine/threonine-protein kinase 39),STK39 SPAK
474,ENSP00000305721,IBTK_HUMAN,Inhibitor of Bruton tyrosine kinase (IBtk),IBTK BTKI KIAA1417
475,ENSP00000301242,PP14A_HUMAN,Protein phosphatase 1 regulatory subunit 14A (17 kDa PKC-potentiated inhibitory protein of PP1) (Protein kinase C-potentiated inhibitor protein of 17 kDa) (CPI-17),PPP1R14A CPI17 PPP1INL
476,ENSP00000378914,ULK2_HUMAN,Serine/threonine-protein kinase ULK2 (EC 2.7.11.1) (Unc-51-like kinase 2),ULK2 KIAA0623
477,ENSP00000262752,KS6A6_HUMAN,Ribosomal protein S6 kinase alpha-6 (S6K-alpha-6) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 6) (p90-RSK 6) (p90RSK6) (Ribosomal S6 kinase 4) (RSK-4) (pp90RSK4),RPS6KA6 RSK4
478,ENSP00000442460,PTK6_HUMAN,Protein-tyrosine kinase 6 (EC 2.7.10.2) (Breast tumor kinase) (Tyrosine-protein kinase BRK),PTK6 BRK
479,ENSP00000394734,CLK1_HUMAN,Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1),CLK1 CLK
480,ENSP00000399718,MBIP1_HUMAN,MAP3K12-binding inhibitory protein 1 (MAPK upstream kinase-binding inhibitory protein) (MUK-binding inhibitory protein),MBIP BM-015
481,ENSP00000268766,NEK8_HUMAN,Serine/threonine-protein kinase Nek8 (EC 2.7.11.1) (Never in mitosis A-related kinase 8) (NimA-related protein kinase 8) (Nima-related protein kinase 12a),NEK8 JCK NEK12A
482,ENSP00000482032,IP6K1_HUMAN,Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1),IP6K1 IHPK1 KIAA0263
483,ENSP00000357392,EFNA1_HUMAN,"Ephrin-A1 (EPH-related receptor tyrosine kinase ligand 1) (LERK-1) (Immediate early response protein B61) (Tumor necrosis factor alpha-induced protein 4) (TNF alpha-induced protein 4) [Cleaved into: Ephrin-A1, secreted form]",EFNA1 EPLG1 LERK1 TNFAIP4
484,ENSP00000464036,CD11B_HUMAN,Cyclin-dependent kinase 11B (EC 2.7.11.22) (Cell division cycle 2-like protein kinase 1) (CLK-1) (Cell division protein kinase 11B) (Galactosyltransferase-associated protein kinase p58/GTA) (PITSLRE serine/threonine-protein kinase CDC2L1) (p58 CLK-1),CDK11B CDC2L1 CDK11 PITSLREA PK58
485,ENSP00000478061,MARCS_HUMAN,"Myristoylated alanine-rich C-kinase substrate (MARCKS) (Protein kinase C substrate, 80 kDa protein, light chain) (80K-L protein) (PKCSL)",MARCKS MACS PRKCSL
486,ENSP00000233027,NEK4_HUMAN,Serine/threonine-protein kinase Nek4 (EC 2.7.11.1) (Never in mitosis A-related kinase 4) (NimA-related protein kinase 4) (Serine/threonine-protein kinase 2) (Serine/threonine-protein kinase NRK2),NEK4 STK2
487,ENSP00000318176,PRKRA_HUMAN,"Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)",PRKRA PACT RAX HSD-14 HSD14
488,ENSP00000256460,KCC1A_HUMAN,Calcium/calmodulin-dependent protein kinase type 1 (EC 2.7.11.17) (CaM kinase I) (CaM-KI) (CaM kinase I alpha) (CaMKI-alpha),CAMK1
489,ENSP00000313377,PANK2_HUMAN,"Pantothenate kinase 2, mitochondrial (hPanK2) (EC 2.7.1.33) (Pantothenic acid kinase 2) [Cleaved into: Pantothenate kinase 2, mitochondrial intermediate form (iPanK2); Pantothenate kinase 2, mitochondrial mature form (mPanK2)]",PANK2 C20orf48
490,ENSP00000351706,GLPK2_HUMAN,"Glycerol kinase 2 (GK 2) (Glycerokinase 2) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 2) (Glycerol kinase, testis specific 2)",GK2 GKP2 GKTA
491,ENSP00000384537,AKA12_HUMAN,A-kinase anchor protein 12 (AKAP-12) (A-kinase anchor protein 250 kDa) (AKAP 250) (Gravin) (Myasthenia gravis autoantigen),AKAP12 AKAP250
492,ENSP00000434995,CLP1_HUMAN,Polyribonucleotide 5'-hydroxyl-kinase Clp1 (EC 2.7.1.78) (Polyadenylation factor Clp1) (Polynucleotide kinase Clp1) (Pre-mRNA cleavage complex II protein Clp1),CLP1 HEAB
493,ENSP00000228850,AKAP3_HUMAN,A-kinase anchor protein 3 (AKAP-3) (A-kinase anchor protein 110 kDa) (AKAP 110) (Cancer/testis antigen 82) (CT82) (Fibrous sheath protein of 95 kDa) (FSP95) (Fibrousheathin I) (Fibrousheathin-1) (Protein kinase A-anchoring protein 3) (PRKA3) (Sperm oocyte-binding protein),AKAP3 AKAP110 SOB1
494,ENSP00000256797,ERN2_HUMAN,Serine/threonine-protein kinase/endoribonuclease IRE2 (Endoplasmic reticulum-to-nucleus signaling 2) (Inositol-requiring protein 2) (hIRE2p) (Ire1-beta) (IRE1b) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)],ERN2 IRE2
495,ENSP00000354671,MAST2_HUMAN,Microtubule-associated serine/threonine-protein kinase 2 (EC 2.7.11.1),MAST2 KIAA0807 MAST205
496,ENSP00000240100,DUS4_HUMAN,Dual specificity protein phosphatase 4 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH2) (Mitogen-activated protein kinase phosphatase 2) (MAP kinase phosphatase 2) (MKP-2),DUSP4 MKP2 VH2
497,ENSP00000355866,DUS10_HUMAN,Dual specificity protein phosphatase 10 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 5) (MAP kinase phosphatase 5) (MKP-5),DUSP10 MKP5
498,ENSP00000342105,DYRK2_HUMAN,Dual specificity tyrosine-phosphorylation-regulated kinase 2 (EC 2.7.12.1),DYRK2
499,ENSP00000308351,MLKL_HUMAN,Mixed lineage kinase domain-like protein (hMLKL),MLKL
500,ENSP00000449428,TWF1_HUMAN,Twinfilin-1 (Protein A6) (Protein tyrosine kinase 9),TWF1 PTK9
501,ENSP00000328405,DGKA_HUMAN,Diacylglycerol kinase alpha (DAG kinase alpha) (EC 2.7.1.107) (80 kDa diacylglycerol kinase) (Diglyceride kinase alpha) (DGK-alpha),DGKA DAGK DAGK1
502,ENSP00000304226,HIPK3_HUMAN,Homeodomain-interacting protein kinase 3 (EC 2.7.11.1) (Androgen receptor-interacting nuclear protein kinase) (ANPK) (Fas-interacting serine/threonine-protein kinase) (FIST) (Homolog of protein kinase YAK1),HIPK3 DYRK6 FIST3 PKY
503,ENSP00000339916,LIMK2_HUMAN,LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1),LIMK2
504,ENSP00000258770,FAKD4_HUMAN,FAST kinase domain-containing protein 4 (Cell cycle progression restoration protein 2) (Cell cycle progression protein 2) (Protein TBRG4) (Transforming growth factor beta regulator 4),TBRG4 CPR2 FASTKD4 KIAA0948
505,ENSP00000324827,AK17A_HUMAN,"A-kinase anchor protein 17A (AKAP-17A) (721P) (B-lymphocyte antigen) (Protein XE7) (Protein kinase A-anchoring protein 17A) (PRKA17A) (Splicing factor, arginine/serine-rich 17A)",AKAP17A CXYorf3 DXYS155E SFRS17A XE7
506,ENSP00000375986,M3K4_HUMAN,Mitogen-activated protein kinase kinase kinase 4 (EC 2.7.11.25) (MAP three kinase 1) (MAPK/ERK kinase kinase 4) (MEK kinase 4) (MEKK 4),MAP3K4 KIAA0213 MAPKKK4 MEKK4 MTK1
507,ENSP00000359552,PKN2_HUMAN,Serine/threonine-protein kinase N2 (EC 2.7.11.13) (PKN gamma) (Protein kinase C-like 2) (Protein-kinase C-related kinase 2),PKN2 PRK2 PRKCL2
508,ENSP00000322323,FA20C_HUMAN,Extracellular serine/threonine protein kinase FAM20C (EC 2.7.11.1) (Dentin matrix protein 4) (DMP-4) (Golgi casein kinase) (Golgi-enriched fraction casein kinase) (GEF-CK),FAM20C DMP4
509,ENSP00000378288,MYLK3_HUMAN,Myosin light chain kinase 3 (EC 2.7.11.18) (Cardiac-MyBP-C-associated Ca/CaM kinase) (Cardiac-MLCK),MYLK3 MLCK
510,ENSP00000378405,BCKD_HUMAN,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (EC 2.7.11.4) (Branched-chain alpha-ketoacid dehydrogenase kinase) (BCKD-kinase) (BCKDHKIN)",BCKDK
511,ENSP00000362702,NEK6_HUMAN,Serine/threonine-protein kinase Nek6 (EC 2.7.11.1) (Never in mitosis A-related kinase 6) (NimA-related protein kinase 6) (Protein kinase SID6-1512),NEK6
512,ENSP00000338171,SKAP1_HUMAN,Src kinase-associated phosphoprotein 1 (Src family-associated phosphoprotein 1) (Src kinase-associated phosphoprotein of 55 kDa) (SKAP-55) (pp55),SKAP1 SCAP1 SKAP55
513,ENSP00000340608,SGK2_HUMAN,Serine/threonine-protein kinase Sgk2 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 2),SGK2
514,ENSP00000233668,DOK1_HUMAN,Docking protein 1 (Downstream of tyrosine kinase 1) (p62(dok)) (pp62),DOK1
515,ENSP00000313601,C2D1A_HUMAN,Coiled-coil and C2 domain-containing protein 1A (Akt kinase-interacting protein 1) (Five prime repressor element under dual repression-binding protein 1) (FRE under dual repression-binding protein 1) (Freud-1) (Putative NF-kappa-B-activating protein 023N),CC2D1A AKI1
516,ENSP00000449381,MAPK5_HUMAN,MAP kinase-activated protein kinase 5 (MAPK-activated protein kinase 5) (MAPKAP kinase 5) (MAPKAP-K5) (MAPKAPK-5) (MK-5) (MK5) (EC 2.7.11.1) (p38-regulated/activated protein kinase) (PRAK),MAPKAPK5 PRAK
517,ENSP00000355237,MRCKB_HUMAN,Serine/threonine-protein kinase MRCK beta (EC 2.7.11.1) (CDC42-binding protein kinase beta) (CDC42BP-beta) (DMPK-like beta) (Myotonic dystrophy kinase-related CDC42-binding kinase beta) (MRCK beta) (Myotonic dystrophy protein kinase-like beta),CDC42BPB KIAA1124
518,ENSP00000378360,TKFC_HUMAN,Triokinase/FMN cyclase (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)) [Includes: ATP-dependent dihydroxyacetone kinase (DHA kinase) (EC 2.7.1.28) (EC 2.7.1.29) (Glycerone kinase) (Triokinase) (Triose kinase); FAD-AMP lyase (cyclizing) (EC 4.6.1.15) (FAD-AMP lyase (cyclic FMN forming)) (FMN cyclase)],TKFC DAK
519,ENSP00000442973,DAPK3_HUMAN,Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (Zipper-interacting protein kinase) (ZIP-kinase),DAPK3 ZIPK
520,ENSP00000469880,VRK3_HUMAN,Inactive serine/threonine-protein kinase VRK3 (Serine/threonine-protein pseudokinase VRK3) (Vaccinia-related kinase 3),VRK3
521,ENSP00000420095,PKCB1_HUMAN,Protein kinase C-binding protein 1 (Cutaneous T-cell lymphoma-associated antigen se14-3) (CTCL-associated antigen se14-3) (Rack7) (Zinc finger MYND domain-containing protein 8),ZMYND8 KIAA1125 PRKCBP1 RACK7
522,ENSP00000264864,P4K2B_HUMAN,Phosphatidylinositol 4-kinase type 2-beta (EC 2.7.1.67) (Phosphatidylinositol 4-kinase type II-beta) (PI4KII-BETA),PI4K2B
523,ENSP00000331831,GAS6_HUMAN,Growth arrest-specific protein 6 (GAS-6) (AXL receptor tyrosine kinase ligand),GAS6 AXLLG
524,ENSP00000406873,PAK6_HUMAN,Serine/threonine-protein kinase PAK 6 (EC 2.7.11.1) (PAK-5) (p21-activated kinase 6) (PAK-6),PAK6 PAK5
525,ENSP00000385450,MAGI1_HUMAN,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (Atrophin-1-interacting protein 3) (AIP-3) (BAI1-associated protein 1) (BAP-1) (Membrane-associated guanylate kinase inverted 1) (MAGI-1) (Trinucleotide repeat-containing gene 19 protein) (WW domain-containing protein 3) (WWP3)",MAGI1 AIP3 BAIAP1 BAP1 TNRC19
526,ENSP00000361667,DOLK_HUMAN,Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15),DOLK KIAA1094 TMEM15 UNQ2422/PRO4980
527,ENSP00000294964,PKDCC_HUMAN,"Extracellular tyrosine-protein kinase PKDCC (EC 2.7.10.2) (Protein kinase domain-containing protein, cytoplasmic) (Protein kinase-like protein SgK493) (Sugen kinase 493) (Vertebrate lonesome kinase)",PKDCC SGK493 VLK
528,ENSP00000267615,ITPK1_HUMAN,"Inositol-tetrakisphosphate 1-kinase (EC 2.7.1.134) (Inositol 1,3,4-trisphosphate 5/6-kinase) (Inositol-triphosphate 5/6-kinase) (Ins(1,3,4)P(3) 5/6-kinase) (EC 2.7.1.159)",ITPK1
529,ENSP00000400312,ULK3_HUMAN,Serine/threonine-protein kinase ULK3 (EC 2.7.11.1) (Unc-51-like kinase 3),ULK3
530,ENSP00000354006,TRPM6_HUMAN,Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6),TRPM6 CHAK2
531,ENSP00000365005,M3K19_HUMAN,"Mitogen-activated protein kinase kinase kinase 19 (EC 2.7.11.1) (Regulated in COPD, protein kinase) (SPS1/STE20-related protein kinase YSK4)",MAP3K19 RCK YSK4
532,ENSP00000356355,NEK7_HUMAN,Serine/threonine-protein kinase Nek7 (EC 2.7.11.1) (Never in mitosis A-related kinase 7) (NimA-related protein kinase 7),NEK7
533,ENSP00000362643,KPB1_HUMAN,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform (Phosphorylase kinase alpha M subunit)",PHKA1 PHKA
534,ENSP00000240361,TEX14_HUMAN,Inactive serine/threonine-protein kinase TEX14 (Protein kinase-like protein SgK307) (Sugen kinase 307) (Testis-expressed sequence 14) (Testis-expressed sequence 14 protein),TEX14 SGK307
535,ENSP00000357393,EFNA3_HUMAN,Ephrin-A3 (EFL-2) (EHK1 ligand) (EHK1-L) (EPH-related receptor tyrosine kinase ligand 3) (LERK-3),EFNA3 EFL2 EPLG3 LERK3
536,ENSP00000310722,MOS_HUMAN,Proto-oncogene serine/threonine-protein kinase mos (EC 2.7.11.1) (Oocyte maturation factor mos) (Proto-oncogene c-Mos),MOS
537,ENSP00000264952,GRK7_HUMAN,Rhodopsin kinase GRK7 (EC 2.7.11.14) (G protein-coupled receptor kinase 7) (G protein-coupled receptor kinase GRK7),GRK7 GPRK7
538,ENSP00000300283,KCRU_HUMAN,"Creatine kinase U-type, mitochondrial (EC 2.7.3.2) (Acidic-type mitochondrial creatine kinase) (Mia-CK) (Ubiquitous mitochondrial creatine kinase) (U-MtCK)",CKMT1A CKMT; CKMT1B CKMT
539,ENSP00000396467,MAPK3_HUMAN,MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1) (Chromosome 3p kinase) (3pK),MAPKAPK3
540,ENSP00000477639,NAGK_HUMAN,N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase),NAGK
541,ENSP00000311984,NNRD_HUMAN,ATP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.93) (ATP-dependent NAD(P)HX dehydratase) (Carbohydrate kinase domain-containing protein) (NAD(P)HX dehydratase),NAXD CARKD
542,ENSP00000399511,TNIK_HUMAN,TRAF2 and NCK-interacting protein kinase (EC 2.7.11.1),TNIK KIAA0551
543,ENSP00000363046,IPMK_HUMAN,"Inositol polyphosphate multikinase (EC 2.7.1.140) (EC 2.7.1.151) (EC 2.7.1.153) (Inositol 1,3,4,6-tetrakisphosphate 5-kinase)",IPMK IMPK
544,ENSP00000381129,GRK4_HUMAN,G protein-coupled receptor kinase 4 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK4) (ITI1),GRK4 GPRK2L GPRK4
545,ENSP00000349458,CILK1_HUMAN,Serine/threonine-protein kinase ICK (EC 2.7.11.1) (Ciliogenesis associated kinase 1) (Intestinal cell kinase) (hICK) (Laryngeal cancer kinase 2) (LCK2) (MAK-related kinase) (MRK),CILK1 ICK KIAA0936
546,ENSP00000323663,DBF4B_HUMAN,Protein DBF4 homolog B (Activator of S phase kinase-like protein 1) (ASK-like protein 1) (Chiffon homolog B) (Dbf4-related factor 1),DBF4B ASKL1 DRF1
547,ENSP00000311713,OXSR1_HUMAN,Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein),OXSR1 KIAA1101 OSR1
548,ENSP00000264057,DGKD_HUMAN,Diacylglycerol kinase delta (DAG kinase delta) (EC 2.7.1.107) (130 kDa diacylglycerol kinase) (Diglyceride kinase delta) (DGK-delta),DGKD KIAA0145
549,ENSP00000025301,AKA11_HUMAN,A-kinase anchor protein 11 (AKAP-11) (A-kinase anchor protein 220 kDa) (AKAP 220) (hAKAP220) (Protein kinase A-anchoring protein 11) (PRKA11),AKAP11 AKAP220 KIAA0629
550,ENSP00000254654,ILKAP_HUMAN,Integrin-linked kinase-associated serine/threonine phosphatase 2C (ILKAP) (EC 3.1.3.16),ILKAP
551,ENSP00000363371,CNKR1_HUMAN,Connector enhancer of kinase suppressor of ras 1 (Connector enhancer of KSR 1) (CNK homolog protein 1) (CNK1) (hCNK1) (Connector enhancer of KSR-like),CNKSR1 CNK1
552,ENSP00000357345,CLK2_HUMAN,Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2),CLK2
553,ENSP00000394484,DCLK3_HUMAN,Serine/threonine-protein kinase DCLK3 (EC 2.7.11.1) (Doublecortin domain-containing protein 3C) (Doublecortin-like and CAM kinase-like 3) (Doublecortin-like kinase 3),DCLK3 DCAMKL3 DCDC3C KIAA1765
554,ENSP00000291906,PKN3_HUMAN,Serine/threonine-protein kinase N3 (EC 2.7.11.13) (Protein kinase PKN-beta) (Protein-kinase C-related kinase 3),PKN3 PKNBETA
555,ENSP00000418001,GLPK5_HUMAN,Putative glycerol kinase 5 (GK 5) (Glycerokinase 5) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase 5),GK5
556,ENSP00000362222,STK40_HUMAN,Serine/threonine-protein kinase 40 (EC 2.7.11.1) (SINK-homologous serine/threonine-protein kinase) (Sugen kinase 495) (SgK495),STK40 SGK495 SHIK
557,ENSP00000306678,ANKK1_HUMAN,Ankyrin repeat and protein kinase domain-containing protein 1 (EC 2.7.11.1) (Protein kinase PKK2) (Sugen kinase 288) (SgK288) (X-kinase),ANKK1 PKK2 SGK288
558,ENSP00000005587,SKAP2_HUMAN,Src kinase-associated phosphoprotein 2 (Pyk2/RAFTK-associated protein) (Retinoic acid-induced protein 70) (SKAP55 homolog) (SKAP-55HOM) (SKAP-HOM) (Src family-associated phosphoprotein 2) (Src kinase-associated phosphoprotein 55-related protein) (Src-associated adapter protein with PH and SH3 domains),SKAP2 PRAP RA70 SAPS SCAP2 SKAP55R
559,ENSP00000194530,STRAB_HUMAN,STE20-related kinase adapter protein beta (STRAD beta) (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 2 protein) (CALS-21) (ILP-interacting protein) (Pseudokinase ALS2CR2),STRADB ALS2CR2 ILPIP PRO1038
560,ENSP00000260386,IP3KA_HUMAN,"Inositol-trisphosphate 3-kinase A (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase A) (IP3 3-kinase A) (IP3K A) (InsP 3-kinase A)",ITPKA
561,ENSP00000315118,COQ8B_HUMAN,"Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)",COQ8B ADCK4
