,id,probability,answers,pred,label,Entry,Protein names,UniProtKB,geneName
119,ENSP00000229135,0.999999999970214,1.0,1.0,1.0,P01579,Interferon gamma (IFN-gamma) (Immune interferon),P01579,IFNG
120,ENSP00000479955,0.999999999969873,0.0,1.0,1.0,P55774,C-C motif chemokine 18 (Alternative macrophage activation-associated CC chemokine 1) (AMAC-1) (CC chemokine PARC) (Dendritic cell chemokine 1) (DC-CK1) (Macrophage inflammatory protein 4) (MIP-4) (Pulmonary and activation-regulated chemokine) (Small-inducible cytokine A18) [Cleaved into: CCL18(1-68); CCL18(3-69); CCL18(4-69)],P55774,CCL18
121,ENSP00000305372,0.9999999999698161,1.0,1.0,1.0,P07550,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),P07550,ADRB2
122,ENSP00000383715,0.9999999999696243,0.0,1.0,1.0,P51684,C-C chemokine receptor type 6 (C-C CKR-6) (CC-CKR-6) (CCR-6) (Chemokine receptor-like 3) (CKR-L3) (DRY6) (G-protein coupled receptor 29) (GPR-CY4) (GPRCY4) (LARC receptor) (CD antigen CD196),P51684,CCR6
123,ENSP00000282091,0.9999999999685656,1.0,1.0,1.0,P01270,Parathyroid hormone (PTH) (Parathormone) (Parathyrin),P01270,PTH
124,ENSP00000367832,0.9999999999678977,0.0,1.0,1.0,P80098,C-C motif chemokine 7 (Monocyte chemoattractant protein 3) (Monocyte chemotactic protein 3) (MCP-3) (NC28) (Small-inducible cytokine A7),P80098,CCL7
125,ENSP00000296099,0.9999999999676916,0.0,1.0,1.0,P55089,Urocortin,P55089,UCN
126,ENSP00000356438,0.9999999999675708,1.0,1.0,1.0,P35354,Prostaglandin G/H synthase 2 (EC 1.14.99.1) (Cyclooxygenase-2) (COX-2) (PHS II) (Prostaglandin H2 synthase 2) (PGH synthase 2) (PGHS-2) (Prostaglandin-endoperoxide synthase 2),P35354,PTGS2
127,ENSP00000351059,0.9999999999670592,0.0,1.0,1.0,P49238,CX3C chemokine receptor 1 (C-X3-C CKR-1) (CX3CR1) (Beta chemokine receptor-like 1) (CMK-BRL-1) (CMK-BRL1) (Fractalkine receptor) (G-protein coupled receptor 13) (V28),P49238,CX3CR1
128,ENSP00000466009,0.9999999999653326,0.0,1.0,1.0,P01298,Pancreatic prohormone (Pancreatic polypeptide) (PP) (Obinepitide) [Cleaved into: Pancreatic hormone (PH); Pancreatic icosapeptide (PI)],P01298,PPY
129,ENSP00000337335,0.9999999999584368,1.0,1.0,1.0,Q8TCC7,Organic anion transporter 3 (hOAT3) (Organic anion/dicarboxylate exchanger) (Solute carrier family 22 member 8),Q8TCC7,SLC22A8
130,ENSP00000356162,0.9999999999568843,0.0,1.0,1.0,Q15726,Metastasis-suppressor KiSS-1 (Kisspeptin-1) [Cleaved into: Metastin (Kisspeptin-54); Kisspeptin-14; Kisspeptin-13; Kisspeptin-10],Q15726,KISS1
131,ENSP00000303174,0.9999999999559037,0.0,1.0,1.0,P19224,UDP-glucuronosyltransferase 1-6 (UDPGT 1-6) (UGT1*6) (UGT1-06) (UGT1.6) (EC 2.4.1.17) (Phenol-metabolizing UDP-glucuronosyltransferase) (UDP-glucuronosyltransferase 1-F) (UGT-1F) (UGT1F) (UDP-glucuronosyltransferase 1A6),P19224,UGT1A6
132,ENSP00000379140,0.9999999999522089,0.0,1.0,1.0,P48061,Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF) [Cleaved into: SDF-1-beta(3-72); SDF-1-alpha(3-67)],P48061,CXCL12
133,ENSP00000302724,0.9999999999508518,0.0,1.0,1.0,Q9Y5Q6,Insulin-like peptide INSL5 (Insulin-like peptide 5) [Cleaved into: Insulin-like peptide INSL5 B chain; Insulin-like peptide INSL5 A chain],Q9Y5Q6,INSL5
134,ENSP00000337065,0.999999999950532,0.0,1.0,1.0,O95715,C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14),O95715,CXCL14
135,ENSP00000272190,0.9999999999498215,1.0,1.0,1.0,P00797,Renin (EC 3.4.23.15) (Angiotensinogenase),P00797,REN
136,ENSP00000246553,0.9999999999451887,0.0,1.0,1.0,O14842,Free fatty acid receptor 1 (G-protein coupled receptor 40),O14842,FFAR1
137,ENSP00000340943,0.99999999994386,0.0,1.0,1.0,Q13324,Corticotropin-releasing factor receptor 2 (CRF-R-2) (CRF-R2) (CRFR-2) (Corticotropin-releasing hormone receptor 2) (CRH-R-2) (CRH-R2),Q13324,CRHR2
138,ENSP00000339804,0.9999999999422187,1.0,1.0,1.0,Q969D9,Thymic stromal lymphopoietin,Q969D9,TSLP
139,ENSP00000264381,0.9999999999388365,1.0,1.0,1.0,P06276,Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase),P06276,BCHE
140,ENSP00000477999,0.9999999999383391,0.0,1.0,1.0,P29475,"Nitric oxide synthase, brain (EC 1.14.13.39) (Constitutive NOS) (NC-NOS) (NOS type I) (Neuronal NOS) (N-NOS) (nNOS) (Peptidyl-cysteine S-nitrosylase NOS1) (bNOS)",P29475,NOS1
141,ENSP00000306512,0.9999999999368043,1.0,1.0,1.0,P10145,Interleukin-8 (IL-8) (C-X-C motif chemokine 8) (Chemokine (C-X-C motif) ligand 8) (Emoctakin) (Granulocyte chemotactic protein 1) (GCP-1) (Monocyte-derived neutrophil chemotactic factor) (MDNCF) (Monocyte-derived neutrophil-activating peptide) (MONAP) (Neutrophil-activating protein 1) (NAP-1) (Protein 3-10C) (T-cell chemotactic factor) [Cleaved into: MDNCF-a (GCP/IL-8 protein IV) (IL8/NAP1 form I); Interleukin-8 ((Ala-IL-8)77) (GCP/IL-8 protein II) (IL-8(1-77)) (IL8/NAP1 form II) (MDNCF-b); IL-8(5-77); IL-8(6-77) ((Ser-IL-8)72) (GCP/IL-8 protein I) (IL8/NAP1 form III) (Lymphocyte-derived neutrophil-activating factor) (LYNAP) (MDNCF-c) (Neutrophil-activating factor) (NAF); IL-8(7-77) (GCP/IL-8 protein V) (IL8/NAP1 form IV); IL-8(8-77) (GCP/IL-8 protein VI) (IL8/NAP1 form V); IL-8(9-77) (GCP/IL-8 protein III) (IL8/NAP1 form VI)],P10145,CXCL8
142,ENSP00000242057,0.999999999935909,1.0,1.0,1.0,P35869,Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76),P35869,AHR
143,ENSP00000370698,0.9999999999354543,1.0,1.0,1.0,P40189,Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130),P40189,IL6ST
144,ENSP00000386972,0.9999999999333227,1.0,1.0,1.0,Q16602,Calcitonin gene-related peptide type 1 receptor (CGRP type 1 receptor) (Calcitonin receptor-like receptor),Q16602,CALCRL
145,ENSP00000349446,0.9999999999324842,0.0,1.0,1.0,P05089,Arginase-1 (EC 3.5.3.1) (Liver-type arginase) (Type I arginase),P05089,ARG1
146,ENSP00000380281,0.9999999999322284,1.0,1.0,1.0,Q99527,G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (Flow-induced endothelial G-protein coupled receptor 1) (FEG-1) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (GPCR-Br) (IL8-related receptor DRY12) (Lymphocyte-derived G-protein coupled receptor) (LYGPR) (Membrane estrogen receptor) (mER),Q99527,GPER1
147,ENSP00000258415,0.9999999999285265,0.0,1.0,1.0,Q02318,"Sterol 26-hydroxylase, mitochondrial (EC 1.14.15.15) (5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 26-hydroxylase) (Cytochrome P-450C27/25) (Cytochrome P450 27) (Sterol 27-hydroxylase) (Vitamin D(3) 25-hydroxylase)",Q02318,CYP27A1
148,ENSP00000370842,0.9999999999258904,0.0,1.0,1.0,O95760,Interleukin-33 (IL-33) (Interleukin-1 family member 11) (IL-1F11) (Nuclear factor from high endothelial venules) (NF-HEV) [Cleaved into: Interleukin-33 (95-270); Interleukin-33 (99-270); Interleukin-33 (109-270)],O95760,IL33
149,ENSP00000379472,0.9999999999256985,0.0,1.0,1.0,P06307,Cholecystokinin (CCK) [Cleaved into: Cholecystokinin-58 (CCK58); Cholecystokinin-58 desnonopeptide ((1-49)-CCK58); Cholecystokinin-39 (CCK39); Cholecystokinin-33 (CCK33); Cholecystokinin-25 (CCK25); Cholecystokinin-18 (CCK18); Cholecystokinin-12 (CCK12); Cholecystokinin-8 (CCK8); Cholecystokinin-7 (CCK7); Cholecystokinin-5 (CCK5)],P06307,CCK
150,ENSP00000356713,0.9999999999250448,0.0,1.0,1.0,P15260,Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (CDw119) (Interferon gamma receptor alpha-chain) (IFN-gamma-R-alpha) (CD antigen CD119),P15260,IFNGR1
151,ENSP00000355627,0.9999999999206892,0.0,1.0,1.0,P01019,Angiotensinogen (Serpin A8) [Cleaved into: Angiotensin-1 (Angiotensin 1-10) (Angiotensin I) (Ang I); Angiotensin-2 (Angiotensin 1-8) (Angiotensin II) (Ang II); Angiotensin-3 (Angiotensin 2-8) (Angiotensin III) (Ang III) (Des-Asp[1]-angiotensin II); Angiotensin-4 (Angiotensin 3-8) (Angiotensin IV) (Ang IV); Angiotensin 1-9; Angiotensin 1-7; Angiotensin 1-5; Angiotensin 1-4],P01019,AGT
152,ENSP00000218230,0.9999999999184013,0.0,1.0,1.0,Q9UHG2,ProSAAS (Proprotein convertase subtilisin/kexin type 1 inhibitor) (Proprotein convertase 1 inhibitor) (pro-SAAS) [Cleaved into: KEP; Big SAAS (b-SAAS); Little SAAS (l-SAAS) (N-proSAAS); Big PEN-LEN (b-PEN-LEN) (SAAS CT(1-49)); PEN; Little LEN (l-LEN); Big LEN (b-LEN) (SAAS CT(25-40))],Q9UHG2,PCSK1N
153,ENSP00000414303,0.9999999999123901,0.0,1.0,1.0,P23560,Brain-derived neurotrophic factor (BDNF) (Abrineurin) [Cleaved into: BDNF precursor form (ProBDNF)],P23560,BDNF
154,ENSP00000462647,0.9999999999093205,0.0,1.0,1.0,P18509,Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)],P18509,ADCYAP1
155,ENSP00000264832,0.9999999999073168,1.0,1.0,1.0,P05362,Intercellular adhesion molecule 1 (ICAM-1) (Major group rhinovirus receptor) (CD antigen CD54),P05362,ICAM1
156,ENSP00000420298,0.9999999999072458,0.0,1.0,1.0,P41217,OX-2 membrane glycoprotein (CD antigen CD200),P41217,CD200
157,ENSP00000366307,0.9999999999016893,0.0,1.0,1.0,P07204,Thrombomodulin (TM) (Fetomodulin) (CD antigen CD141),P07204,THBD
158,ENSP00000367309,0.9999999998988756,1.0,1.0,1.0,P27338,Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B),P27338,MAOB
159,ENSP00000384906,0.9999999998756053,0.0,1.0,1.0,P0DJI8,Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)],P0DJI8,SAA1
160,ENSP00000255409,0.9999999998743476,0.0,1.0,1.0,P36222,Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39) (CGP-39) (GP-39) (hCGP-39) (YKL-40),P36222,CHI3L1
161,ENSP00000358525,0.9999999998678106,0.0,1.0,1.0,P01138,Beta-nerve growth factor (Beta-NGF),P01138,NGF
162,ENSP00000250092,0.9999999998533866,0.0,1.0,1.0,P34810,Macrosialin (Gp110) (CD antigen CD68),P34810,CD68
163,ENSP00000250378,0.9999999998532161,0.0,1.0,1.0,P23946,Chymase (EC 3.4.21.39) (Alpha-chymase) (Mast cell protease I),P23946,CMA1
164,ENSP00000263339,0.9999999998514824,0.0,1.0,1.0,P01583,Interleukin-1 alpha (IL-1 alpha) (Hematopoietin-1),P01583,IL1A
165,ENSP00000369798,0.9999999998477165,0.0,1.0,1.0,Q969E3,Urocortin-3 (Stresscopin) (Urocortin III) (Ucn III),Q969E3,UCN3
166,ENSP00000290866,0.9999999998477023,1.0,1.0,1.0,P12821,"Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]",P12821,ACE
167,ENSP00000418525,0.9999999998472973,0.0,1.0,1.0,P08473,Neprilysin (EC 3.4.24.11) (Atriopeptidase) (Common acute lymphocytic leukemia antigen) (CALLA) (Enkephalinase) (Neutral endopeptidase 24.11) (NEP) (Neutral endopeptidase) (Skin fibroblast elastase) (SFE) (CD antigen CD10),P08473,MME
168,ENSP00000479097,0.9999999998466933,0.0,1.0,1.0,Q16627,C-C motif chemokine 14 (Chemokine CC-1/CC-3) (HCC-1/HCC-3) (HCC-1(1-74)) (NCC-2) (Small-inducible cytokine A14) [Cleaved into: HCC-1(3-74); HCC-1(4-74); HCC-1(9-74)],Q16627,CCL14
169,ENSP00000272928,0.9999999998432827,0.0,1.0,1.0,P25106,Atypical chemokine receptor 3 (C-X-C chemokine receptor type 7) (CXC-R7) (CXCR-7) (Chemokine orphan receptor 1) (G-protein coupled receptor 159) (G-protein coupled receptor RDC1 homolog) (RDC-1),P25106,ACKR3
170,ENSP00000294312,0.9999999998357652,0.0,1.0,1.0,O95750,Fibroblast growth factor 19 (FGF-19),O95750,FGF19
171,ENSP00000343838,0.9999999998303863,0.0,1.0,1.0,Q9HAW8,UDP-glucuronosyltransferase 1A10 (UGT1A10) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-10) (UDPGT 1-10) (UGT1*10) (UGT1-10) (UGT1.10) (UDP-glucuronosyltransferase 1-J) (UGT-1J) (UGT1J),Q9HAW8,UGT1A10
172,ENSP00000428340,0.9999999998298676,0.0,1.0,1.0,Q15389,Angiopoietin-1 (ANG-1),Q15389,ANGPT1
173,ENSP00000379683,0.9999999998278142,1.0,1.0,1.0,P11511,Aromatase (EC 1.14.14.14) (CYPXIX) (Cytochrome P-450AROM) (Cytochrome P450 19A1) (Estrogen synthase),P11511,CYP19A1
174,ENSP00000306678,0.9999999998215543,0.0,1.0,1.0,Q8NFD2,Ankyrin repeat and protein kinase domain-containing protein 1 (EC 2.7.11.1) (Protein kinase PKK2) (Sugen kinase 288) (SgK288) (X-kinase),Q8NFD2,ANKK1
175,ENSP00000221700,0.9999999998187263,0.0,1.0,1.0,P78329,Cytochrome P450 4F2 (EC 1.14.14.1) (20-hydroxyeicosatetraenoic acid synthase) (20-HETE synthase) (Arachidonic acid omega-hydroxylase) (CYPIVF2) (Cytochrome P450-LTB-omega) (Docosahexaenoic acid omega-hydroxylase) (EC 1.14.14.79) (Leukotriene-B(4) 20-monooxygenase 1) (Leukotriene-B(4) omega-hydroxylase 1) (EC 1.14.14.94) (Phylloquinone omega-hydroxylase CYP4F2) (EC 1.14.14.78),P78329,CYP4F2
176,ENSP00000477908,0.9999999998155573,0.0,1.0,1.0,P10147,C-C motif chemokine 3 (G0/G1 switch regulatory protein 19-1) (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (PAT 464.1) (SIS-beta) (Small-inducible cytokine A3) (Tonsillar lymphocyte LD78 alpha protein) [Cleaved into: MIP-1-alpha(4-69) (LD78-alpha(4-69))],P10147,CCL3
177,ENSP00000246657,0.9999999998148468,0.0,1.0,1.0,P32248,C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (BLR2) (CDw197) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197),P32248,CCR7
178,ENSP00000366109,0.999999999813241,1.0,1.0,1.0,P04083,Annexin A1 (Annexin I) (Annexin-1) (Calpactin II) (Calpactin-2) (Chromobindin-9) (Lipocortin I) (Phospholipase A2 inhibitory protein) (p35) [Cleaved into: Annexin Ac2-26],P04083,ANXA1
179,ENSP00000406191,0.9999999997903899,0.0,1.0,1.0,Q9HBA0,Transient receptor potential cation channel subfamily V member 4 (TrpV4) (Osm-9-like TRP channel 4) (OTRPC4) (Transient receptor potential protein 12) (TRP12) (Vanilloid receptor-like channel 2) (Vanilloid receptor-like protein 2) (VRL-2) (Vanilloid receptor-related osmotically-activated channel) (VR-OAC),Q9HBA0,TRPV4
180,ENSP00000386380,0.9999999997745732,1.0,1.0,1.0,P14778,"Interleukin-1 receptor type 1 (IL-1R-1) (IL-1RT-1) (IL-1RT1) (EC 3.2.2.6) (CD121 antigen-like family member A) (Interleukin-1 receptor alpha) (IL-1R-alpha) (Interleukin-1 receptor type I) (p80) (CD antigen CD121a) [Cleaved into: Interleukin-1 receptor type 1, membrane form (mIL-1R1) (mIL-1RI); Interleukin-1 receptor type 1, soluble form (sIL-1R1) (sIL-1RI)]",P14778,IL1R1
181,ENSP00000420194,0.9999999997744595,1.0,1.0,1.0,P41180,Extracellular calcium-sensing receptor (CaR) (CaSR) (hCasR) (Parathyroid cell calcium-sensing receptor 1) (PCaR1),P41180,CASR
182,ENSP00000362508,0.9999999997621245,0.0,1.0,1.0,P22310,UDP-glucuronosyltransferase 1A4 (UGT1A4) (EC 2.4.1.17) (Bilirubin-specific UDPGT isozyme 2) (hUG-BR2) (UDP-glucuronosyltransferase 1-4) (UDPGT 1-4) (UGT1*4) (UGT1-04) (UGT1.4) (UDP-glucuronosyltransferase 1-D) (UGT-1D) (UGT1D),P22310,UGT1A4
183,ENSP00000225275,0.9999999997318127,0.0,1.0,1.0,P05164,Myeloperoxidase (MPO) (EC 1.11.2.2) [Cleaved into: Myeloperoxidase; 89 kDa myeloperoxidase; 84 kDa myeloperoxidase; Myeloperoxidase light chain; Myeloperoxidase heavy chain],P05164,MPO
184,ENSP00000369442,0.9999999997302282,0.0,1.0,1.0,Q9UEF7,Klotho (EC 3.2.1.31) [Cleaved into: Klotho peptide],Q9UEF7,KL
185,ENSP00000312326,0.9999999997028226,1.0,1.0,1.0,Q16853,Membrane primary amine oxidase (EC 1.4.3.21) (Copper amine oxidase) (HPAO) (Semicarbazide-sensitive amine oxidase) (SSAO) (Vascular adhesion protein 1) (VAP-1),Q16853,AOC3
186,ENSP00000360973,0.9999999996978062,1.0,1.0,1.0,P50052,Type-2 angiotensin II receptor (Angiotensin II type-2 receptor) (AT2 receptor),P50052,AGTR2
187,ENSP00000350198,0.9999999996880007,1.0,1.0,1.0,P30874,Somatostatin receptor type 2 (SS-2-R) (SS2-R) (SS2R) (SST2) (SRIF-1),P30874,SSTR2
188,ENSP00000399745,0.999999999676632,1.0,1.0,1.0,P08172,Muscarinic acetylcholine receptor M2,P08172,CHRM2
189,ENSP00000216492,0.9999999996751185,0.0,1.0,1.0,P10645,Chromogranin-A (CgA) (Pituitary secretory protein I) (SP-I) [Cleaved into: Vasostatin-1 (Vasostatin I); Vasostatin-2 (Vasostatin II); EA-92; ES-43; Pancreastatin; SS-18; WA-8; WE-14; LF-19; Catestatin (SL21); AL-11; GV-19; GR-44; ER-37; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor],P10645,CHGA
190,ENSP00000360250,0.9999999996603144,0.0,1.0,1.0,P49961,Ectonucleoside triphosphate diphosphohydrolase 1 (NTPDase 1) (EC 3.6.1.5) (Ecto-ATP diphosphohydrolase 1) (Ecto-ATPDase 1) (Ecto-ATPase 1) (Ecto-apyrase) (Lymphoid cell activation antigen) (CD antigen CD39),P49961,ENTPD1
191,ENSP00000327943,0.9999999996453681,1.0,1.0,1.0,P31639,Sodium/glucose cotransporter 2 (Na(+)/glucose cotransporter 2) (Low affinity sodium-glucose cotransporter) (Solute carrier family 5 member 2),P31639,SLC5A2
192,ENSP00000233809,0.9999999996236966,0.0,1.0,1.0,P18065,Insulin-like growth factor-binding protein 2 (IBP-2) (IGF-binding protein 2) (IGFBP-2),P18065,IGFBP2
193,ENSP00000250018,0.9999999996215365,1.0,1.0,1.0,P17752,Tryptophan 5-hydroxylase 1 (EC 1.14.16.4) (Tryptophan 5-monooxygenase 1),P17752,TPH1
194,ENSP00000379110,0.9999999996198596,0.0,1.0,1.0,P09341,Growth-regulated alpha protein (C-X-C motif chemokine 1) (GRO-alpha(1-73)) (Melanoma growth stimulatory activity) (MGSA) (Neutrophil-activating protein 3) (NAP-3) [Cleaved into: GRO-alpha(4-73); GRO-alpha(5-73); GRO-alpha(6-73)],P09341,CXCL1
195,ENSP00000482259,0.9999999996041851,0.0,1.0,1.0,P13236,C-C motif chemokine 4 (G-26 T-lymphocyte-secreted protein) (HC21) (Lymphocyte activation gene 1 protein) (LAG-1) (MIP-1-beta(1-69)) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (PAT 744) (Protein H400) (SIS-gamma) (Small-inducible cytokine A4) (T-cell activation protein 2) (ACT-2) [Cleaved into: MIP-1-beta(3-69)],P13236,CCL4
196,ENSP00000221515,0.999999999600135,0.0,1.0,1.0,Q9HD89,Resistin (Adipose tissue-specific secretory factor) (ADSF) (C/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein) (Cysteine-rich secreted protein A12-alpha-like 2) (Cysteine-rich secreted protein FIZZ3),Q9HD89,RETN
197,ENSP00000350256,0.999999999562462,0.0,1.0,1.0,P51686,C-C chemokine receptor type 9 (C-C CKR-9) (CC-CKR-9) (CCR-9) (G-protein coupled receptor 28) (GPR-9-6) (CD antigen CDw199),P51686,CCR9
198,ENSP00000331736,0.9999999995533102,0.0,1.0,1.0,P16581,E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E),P16581,SELE
199,ENSP00000296545,0.9999999995475264,0.0,1.0,1.0,P40933,Interleukin-15 (IL-15),P40933,IL15
200,ENSP00000176183,0.999999999542311,1.0,1.0,1.0,P21917,D(4) dopamine receptor (D(2C) dopamine receptor) (Dopamine D4 receptor),P21917,DRD4
201,ENSP00000383558,0.9999999995219468,1.0,1.0,1.0,P47871,Glucagon receptor (GL-R),P47871,GCGR
202,ENSP00000295589,0.9999999995175983,0.0,1.0,1.0,P32238,Cholecystokinin receptor type A (CCK-A receptor) (CCK-AR) (Cholecystokinin-1 receptor) (CCK1-R),P32238,CCKAR
203,ENSP00000226730,0.9999999995077218,1.0,1.0,1.0,P60568,Interleukin-2 (IL-2) (T-cell growth factor) (TCGF) (Aldesleukin),P60568,IL2
204,ENSP00000249075,0.9999999994708588,0.0,1.0,1.0,P15018,Leukemia inhibitory factor (LIF) (Differentiation-stimulating factor) (D factor) (Melanoma-derived LPL inhibitor) (MLPLI) (Emfilermin),P15018,LIF
205,ENSP00000343952,0.9999999994646345,0.0,1.0,1.0,P51684,C-C chemokine receptor type 6 (C-C CKR-6) (CC-CKR-6) (CCR-6) (Chemokine receptor-like 3) (CKR-L3) (DRY6) (G-protein coupled receptor 29) (GPR-CY4) (GPRCY4) (LARC receptor) (CD antigen CD196),P51684,CCR6
206,ENSP00000387435,0.9999999994319921,0.0,1.0,1.0,Q5T4W7,Artemin (Enovin) (Neublastin),Q5T4W7,ARTN
207,ENSP00000259206,0.9999999994275157,0.0,1.0,1.0,P18510,Interleukin-1 receptor antagonist protein (IL-1RN) (IL-1ra) (IRAP) (ICIL-1RA) (IL1 inhibitor) (Anakinra),P18510,IL1RN
208,ENSP00000306245,0.9999999994238351,0.0,1.0,1.0,P01100,"Protein c-Fos (Cellular oncogene fos) (Fos proto-oncogene, AP-1 transcription factor subunit) (G0/G1 switch regulatory protein 7) (Proto-oncogene c-Fos) (Transcription factor AP-1 subunit c-Fos)",P01100,FOS
209,ENSP00000215781,0.9999999994062634,0.0,1.0,1.0,P13725,Oncostatin-M (OSM),P13725,OSM
210,ENSP00000221307,0.9999999993479527,0.0,1.0,1.0,Q08477,Cytochrome P450 4F3 (EC 1.14.14.1) (20-hydroxyeicosatetraenoic acid synthase) (20-HETE synthase) (CYPIVF3) (Cytochrome P450-LTB-omega) (Docosahexaenoic acid omega-hydroxylase CYP4F3) (EC 1.14.14.79) (Leukotriene-B(4) 20-monooxygenase 2) (Leukotriene-B(4) omega-hydroxylase 2) (EC 1.14.14.94),Q08477,CYP4F3
211,ENSP00000356436,0.9999999993411564,0.0,1.0,1.0,P47712,Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA) [Includes: Phospholipase A2 (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase); Lysophospholipase (EC 3.1.1.5)],P47712,PLA2G4A
212,ENSP00000358903,0.9999999993332587,1.0,1.0,1.0,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase (EC 1.14.14.19) (17-alpha-hydroxyprogesterone aldolase) (EC 1.14.14.32) (CYPXVII) (Cytochrome P450 17A1) (Cytochrome P450-C17) (Cytochrome P450c17) (Steroid 17-alpha-monooxygenase)",P05093,CYP17A1
213,ENSP00000280155,0.9999999993109583,1.0,1.0,1.0,P08913,Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR),P08913,ADRA2A
214,ENSP00000219235,0.9999999992896136,0.0,1.0,1.0,O00626,C-C motif chemokine 22 (CC chemokine STCP-1) (MDC(1-69)) (Macrophage-derived chemokine) (Small-inducible cytokine A22) (Stimulated T-cell chemotactic protein 1) [Cleaved into: MDC(3-69); MDC(5-69); MDC(7-69)],O00626,CCL22
